date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter,total_ridership,year,month,weekday,is_weekend,total_rapidbus,total_urbanrail,total_nationalrail
2019-01-01,0,0,0,113357,114173,139634,35804,0,0,0,0,0,0,402968,2019,1,Tuesday,False,0,402968,0
2019-01-02,0,0,0,182715,169316,274224,31859,0,0,0,0,0,0,658114,2019,1,Wednesday,False,0,658114,0
2019-01-03,0,0,0,187904,175304,286469,31893,0,0,0,0,0,0,681570,2019,1,Thursday,False,0,681570,0
2019-01-04,0,0,0,198420,187891,304755,34121,0,0,0,0,0,0,725187,2019,1,Friday,False,0,725187,0
2019-01-05,0,0,0,120773,112660,145036,29950,0,0,0,0,0,0,408419,2019,1,Saturday,True,0,408419,0
2019-01-06,0,0,0,101145,95913,120032,25342,0,0,0,0,0,0,342432,2019,1,Sunday,True,0,342432,0
2019-01-07,0,0,0,197569,184365,301290,31988,0,0,0,0,0,0,715212,2019,1,Monday,False,0,715212,0
2019-01-08,0,0,0,196879,185920,304680,31792,0,0,0,0,0,0,719271,2019,1,Tuesday,False,0,719271,0
2019-01-09,0,0,0,197314,188770,307069,32305,0,0,0,0,0,0,725458,2019,1,Wednesday,False,0,725458,0
2019-01-10,0,0,0,198876,189818,310510,32057,0,0,0,0,0,0,731261,2019,1,Thursday,False,0,731261,0
2019-01-11,0,0,0,209859,204378,326471,33265,0,0,0,0,0,0,773973,2019,1,Friday,False,0,773973,0
2019-01-12,0,0,0,124608,123932,152720,30671,0,0,0,0,0,0,431931,2019,1,Saturday,True,0,431931,0
2019-01-13,0,0,0,106718,108346,127805,27235,0,0,0,0,0,0,370104,2019,1,Sunday,True,0,370104,0
2019-01-14,0,0,0,199162,192036,306455,32172,0,0,0,0,0,0,729825,2019,1,Monday,False,0,729825,0
2019-01-15,0,0,0,195405,189880,305742,31260,0,0,0,0,0,0,722287,2019,1,Tuesday,False,0,722287,0
2019-01-16,0,0,0,198901,194697,311279,31612,0,0,0,0,0,0,736489,2019,1,Wednesday,False,0,736489,0
2019-01-17,0,0,0,201926,194701,314277,31234,0,0,0,0,0,0,742138,2019,1,Thursday,False,0,742138,0
2019-01-18,0,0,0,217270,212546,330484,35981,0,0,0,0,0,0,796281,2019,1,Friday,False,0,796281,0
2019-01-19,0,0,0,130758,127306,157194,30339,0,0,0,0,0,0,445597,2019,1,Saturday,True,0,445597,0
2019-01-20,0,0,0,105012,110488,125599,27159,0,0,0,0,0,0,368258,2019,1,Sunday,True,0,368258,0
2019-01-21,0,0,0,103443,106077,125094,23836,0,0,0,0,0,0,358450,2019,1,Monday,False,0,358450,0
2019-01-22,0,0,0,196298,189718,304452,31245,0,0,0,0,0,0,721713,2019,1,Tuesday,False,0,721713,0
2019-01-23,0,0,0,197309,193904,308968,31051,0,0,0,0,0,0,731232,2019,1,Wednesday,False,0,731232,0
2019-01-24,0,0,0,198692,193784,313285,32338,0,0,0,0,0,0,738099,2019,1,Thursday,False,0,738099,0
2019-01-25,0,0,0,215764,210356,332682,36334,0,0,0,0,0,0,795136,2019,1,Friday,False,0,795136,0
2019-01-26,0,0,0,136301,133944,161765,33508,0,0,0,0,0,0,465518,2019,1,Saturday,True,0,465518,0
2019-01-27,0,0,0,107763,114660,128906,27630,0,0,0,0,0,0,378959,2019,1,Sunday,True,0,378959,0
2019-01-28,0,0,0,201365,193349,311540,32889,0,0,0,0,0,0,739143,2019,1,Monday,False,0,739143,0
2019-01-29,0,0,0,201416,197553,317389,33093,0,0,0,0,0,0,749451,2019,1,Tuesday,False,0,749451,0
2019-01-30,0,0,0,203261,200482,320084,33103,0,0,0,0,0,0,756930,2019,1,Wednesday,False,0,756930,0
2019-01-31,0,0,0,216817,209858,324593,35298,0,0,0,0,0,0,786566,2019,1,Thursday,False,0,786566,0
2019-02-01,0,0,0,133281,134808,176585,24817,0,0,0,0,0,0,469491,2019,2,Friday,False,0,469491,0
2019-02-02,0,0,0,116729,110338,130286,27648,0,0,0,0,0,0,385001,2019,2,Saturday,True,0,385001,0
2019-02-03,0,0,0,103011,97759,119030,27508,0,0,0,0,0,0,347308,2019,2,Sunday,True,0,347308,0
2019-02-04,0,0,0,139596,124890,200211,32076,0,0,0,0,0,0,496773,2019,2,Monday,False,0,496773,0
2019-02-05,0,0,0,102683,98115,142522,33484,0,0,0,0,0,0,376804,2019,2,Tuesday,False,0,376804,0
2019-02-06,0,0,0,96384,91478,118858,27009,0,0,0,0,0,0,333729,2019,2,Wednesday,False,0,333729,0
2019-02-07,0,0,0,149863,142324,229122,31452,0,0,0,0,0,0,552761,2019,2,Thursday,False,0,552761,0
2019-02-08,0,0,0,157270,149732,245190,31909,0,0,0,0,0,0,584101,2019,2,Friday,False,0,584101,0
2019-02-09,0,0,0,109346,104722,134543,27174,0,0,0,0,0,0,375785,2019,2,Saturday,True,0,375785,0
2019-02-10,0,0,0,99421,94513,115661,22790,0,0,0,0,0,0,332385,2019,2,Sunday,True,0,332385,0
2019-02-11,0,0,0,195601,187579,303415,31101,0,0,0,0,0,0,717696,2019,2,Monday,False,0,717696,0
2019-02-12,0,0,0,195645,191843,308682,31333,0,0,0,0,0,0,727503,2019,2,Tuesday,False,0,727503,0
2019-02-13,0,0,0,193979,190300,307471,31183,0,0,0,0,0,0,722933,2019,2,Wednesday,False,0,722933,0
2019-02-14,0,0,0,198331,199824,315114,33229,0,0,0,0,0,0,746498,2019,2,Thursday,False,0,746498,0
2019-02-15,0,0,0,209305,205707,326085,35781,0,0,0,0,0,0,776878,2019,2,Friday,False,0,776878,0
2019-02-16,0,0,0,132846,130475,160601,30697,0,0,0,0,0,0,454619,2019,2,Saturday,True,0,454619,0
2019-02-17,0,0,0,107138,104056,132422,25363,0,0,0,0,0,0,368979,2019,2,Sunday,True,0,368979,0
2019-02-18,0,0,0,196753,196520,271155,35571,0,0,0,0,0,0,699999,2019,2,Monday,False,0,699999,0
2019-02-19,0,0,0,178768,157389,294107,32237,0,0,0,0,0,0,662501,2019,2,Tuesday,False,0,662501,0
2019-02-20,0,0,0,199157,196053,312133,32399,0,0,0,0,0,0,739742,2019,2,Wednesday,False,0,739742,0
2019-02-21,0,0,0,200226,197214,313732,31764,0,0,0,0,0,0,742936,2019,2,Thursday,False,0,742936,0
2019-02-22,0,0,0,212795,209391,330890,35687,0,0,0,0,0,0,788763,2019,2,Friday,False,0,788763,0
2019-02-23,0,0,0,125301,122615,156854,29840,0,0,0,0,0,0,434610,2019,2,Saturday,True,0,434610,0
2019-02-24,0,0,0,104184,104368,126762,25721,0,0,0,0,0,0,361035,2019,2,Sunday,True,0,361035,0
2019-02-25,0,0,0,198840,191436,308389,32058,0,0,0,0,0,0,730723,2019,2,Monday,False,0,730723,0
2019-02-26,0,0,0,197991,192901,312558,31574,0,0,0,0,0,0,735024,2019,2,Tuesday,False,0,735024,0
2019-02-27,0,0,0,198505,195542,313176,32549,0,0,0,0,0,0,739772,2019,2,Wednesday,False,0,739772,0
2019-02-28,0,0,0,201166,197248,317961,33380,0,0,0,0,0,0,749755,2019,2,Thursday,False,0,749755,0
2019-03-01,0,0,0,217456,213982,336857,37968,0,0,0,0,0,0,806263,2019,3,Friday,False,0,806263,0
2019-03-02,0,0,0,134544,130713,165206,33679,0,0,0,0,0,0,464142,2019,3,Saturday,True,0,464142,0
2019-03-03,0,0,0,111588,108332,137573,28642,0,0,0,0,0,0,386135,2019,3,Sunday,True,0,386135,0
2019-03-04,0,0,0,197801,192865,307273,32552,0,0,0,0,0,0,730491,2019,3,Monday,False,0,730491,0
2019-03-05,0,0,0,200357,193701,314642,33206,0,0,0,0,0,0,741906,2019,3,Tuesday,False,0,741906,0
2019-03-06,0,0,0,203100,199792,319435,33651,0,0,0,0,0,0,755978,2019,3,Wednesday,False,0,755978,0
2019-03-07,0,0,0,204283,199036,319841,35364,0,0,0,0,0,0,758524,2019,3,Thursday,False,0,758524,0
2019-03-08,0,0,0,223645,220947,343280,39461,0,0,0,0,0,0,827333,2019,3,Friday,False,0,827333,0
2019-03-09,0,0,0,132857,126214,159221,34063,0,0,0,0,0,0,452355,2019,3,Saturday,True,0,452355,0
2019-03-10,0,0,0,109988,103224,128440,27606,0,0,0,0,0,0,369258,2019,3,Sunday,True,0,369258,0
2019-03-11,0,0,0,201798,192667,310035,32928,0,0,0,0,0,0,737428,2019,3,Monday,False,0,737428,0
2019-03-12,0,0,0,200905,197370,316228,33031,0,0,0,0,0,0,747534,2019,3,Tuesday,False,0,747534,0
2019-03-13,0,0,0,200456,197359,315024,32369,0,0,0,0,0,0,745208,2019,3,Wednesday,False,0,745208,0
2019-03-14,0,0,0,201577,198948,312119,32572,0,0,0,0,0,0,745216,2019,3,Thursday,False,0,745216,0
2019-03-15,0,0,0,233271,211468,334809,35659,0,0,0,0,0,0,815207,2019,3,Friday,False,0,815207,0
2019-03-16,0,0,0,160425,131162,161990,34126,0,0,0,0,0,0,487703,2019,3,Saturday,True,0,487703,0
2019-03-17,0,0,0,130314,104384,129970,26051,0,0,0,0,0,0,390719,2019,3,Sunday,True,0,390719,0
2019-03-18,0,0,0,197854,190320,303053,32068,0,0,0,0,0,0,723295,2019,3,Monday,False,0,723295,0
2019-03-19,0,0,0,197216,192269,310379,32345,0,0,0,0,0,0,732209,2019,3,Tuesday,False,0,732209,0
2019-03-20,0,0,0,200186,195318,311704,32786,0,0,0,0,0,0,739994,2019,3,Wednesday,False,0,739994,0
2019-03-21,0,0,0,202089,198312,316024,37280,0,0,0,0,0,0,753705,2019,3,Thursday,False,0,753705,0
2019-03-22,0,0,0,218157,214748,330716,35980,0,0,0,0,0,0,799601,2019,3,Friday,False,0,799601,0
2019-03-23,0,0,0,130663,123197,152413,29100,0,0,0,0,0,0,435373,2019,3,Saturday,True,0,435373,0
2019-03-24,0,0,0,104866,101601,124368,24332,0,0,0,0,0,0,355167,2019,3,Sunday,True,0,355167,0
2019-03-25,0,0,0,194363,190074,297773,33848,0,0,0,0,0,0,716058,2019,3,Monday,False,0,716058,0
2019-03-26,0,0,0,194677,193744,306973,33964,0,0,0,0,0,0,729358,2019,3,Tuesday,False,0,729358,0
2019-03-27,0,0,0,198831,198920,309805,33891,0,0,0,0,0,0,741447,2019,3,Wednesday,False,0,741447,0
2019-03-28,0,0,0,199485,196676,311555,35043,0,0,0,0,0,0,742759,2019,3,Thursday,False,0,742759,0
2019-03-29,0,0,0,238981,242298,340778,37946,0,0,0,0,0,0,860003,2019,3,Friday,False,0,860003,0
2019-03-30,0,0,0,152283,128946,166120,31514,0,0,0,0,0,0,478863,2019,3,Saturday,True,0,478863,0
2019-03-31,0,0,0,123681,104480,134139,25965,0,0,0,0,0,0,388265,2019,3,Sunday,True,0,388265,0
2019-04-01,0,0,0,205245,190815,306373,31777,0,0,0,0,0,0,734210,2019,4,Monday,False,0,734210,0
2019-04-02,0,0,0,207847,197166,317075,33265,0,0,0,0,0,0,755353,2019,4,Tuesday,False,0,755353,0
2019-04-03,0,0,0,211684,200319,322013,32886,0,0,0,0,0,0,766902,2019,4,Wednesday,False,0,766902,0
2019-04-04,0,0,0,212319,201210,322939,34392,0,0,0,0,0,0,770860,2019,4,Thursday,False,0,770860,0
2019-04-05,0,0,0,229860,214867,340221,39335,0,0,0,0,0,0,824283,2019,4,Friday,False,0,824283,0
2019-04-06,0,0,0,160353,130768,172325,33828,0,0,0,0,0,0,497274,2019,4,Saturday,True,0,497274,0
2019-04-07,0,0,0,130957,109808,139908,29366,0,0,0,0,0,0,410039,2019,4,Sunday,True,0,410039,0
2019-04-08,0,0,0,202323,194782,312395,33474,0,0,0,0,0,0,742974,2019,4,Monday,False,0,742974,0
2019-04-09,0,0,0,200751,197901,317200,32767,0,0,0,0,0,0,748619,2019,4,Tuesday,False,0,748619,0
2019-04-10,0,0,0,200386,198312,318125,32572,0,0,0,0,0,0,749395,2019,4,Wednesday,False,0,749395,0
2019-04-11,0,0,0,201013,198606,316672,32376,0,0,0,0,0,0,748667,2019,4,Thursday,False,0,748667,0
2019-04-12,0,0,0,213747,209837,333770,36728,0,0,0,0,0,0,794082,2019,4,Friday,False,0,794082,0
2019-04-13,0,0,0,155043,123642,166605,31381,0,0,0,0,0,0,476671,2019,4,Saturday,True,0,476671,0
2019-04-14,0,0,0,113787,107228,137712,28599,0,0,0,0,0,0,387326,2019,4,Sunday,True,0,387326,0
2019-04-15,0,0,0,200342,190762,308053,33609,0,0,0,0,0,0,732766,2019,4,Monday,False,0,732766,0
2019-04-16,0,0,0,199017,192672,313531,32443,0,0,0,0,0,0,737663,2019,4,Tuesday,False,0,737663,0
2019-04-17,0,0,0,198520,193438,313730,32576,0,0,0,0,0,0,738264,2019,4,Wednesday,False,0,738264,0
2019-04-18,0,0,0,199315,194390,316735,32675,0,0,0,0,0,0,743115,2019,4,Thursday,False,0,743115,0
2019-04-19,0,0,0,209956,206110,328474,38612,0,0,0,0,0,0,783152,2019,4,Friday,False,0,783152,0
2019-04-20,0,0,0,126409,120236,153408,30547,0,0,0,0,0,0,430600,2019,4,Saturday,True,0,430600,0
2019-04-21,0,0,0,108371,101519,128759,26289,0,0,0,0,0,0,364938,2019,4,Sunday,True,0,364938,0
2019-04-22,0,0,0,196368,187208,303587,33991,0,0,0,0,0,0,721154,2019,4,Monday,False,0,721154,0
2019-04-23,0,0,0,194416,189231,307655,31589,0,0,0,0,0,0,722891,2019,4,Tuesday,False,0,722891,0
2019-04-24,0,0,0,200264,198913,314979,33584,0,0,0,0,0,0,747740,2019,4,Wednesday,False,0,747740,0
2019-04-25,0,0,0,201047,196071,314855,34681,0,0,0,0,0,0,746654,2019,4,Thursday,False,0,746654,0
2019-04-26,0,0,0,220087,211446,328788,39144,0,0,0,0,0,0,799465,2019,4,Friday,False,0,799465,0
2019-04-27,0,0,0,148493,134471,167022,34317,0,0,0,0,0,0,484303,2019,4,Saturday,True,0,484303,0
2019-04-28,0,0,0,114793,106221,132350,28466,0,0,0,0,0,0,381830,2019,4,Sunday,True,0,381830,0
2019-04-29,0,0,0,201303,191921,311052,35497,0,0,0,0,0,0,739773,2019,4,Monday,False,0,739773,0
2019-04-30,0,0,0,207805,204609,322908,39020,0,0,0,0,0,0,774342,2019,4,Tuesday,False,0,774342,0
2019-05-01,0,0,0,135451,135733,154302,35264,0,0,0,0,0,0,460750,2019,5,Wednesday,False,0,460750,0
2019-05-02,0,0,0,213318,203184,328376,37180,0,0,0,0,0,0,782058,2019,5,Thursday,False,0,782058,0
2019-05-03,0,0,0,229453,217969,346726,40923,0,0,0,0,0,0,835071,2019,5,Friday,False,0,835071,0
2019-05-04,0,0,0,149913,128447,165331,33327,0,0,0,0,0,0,477018,2019,5,Saturday,True,0,477018,0
2019-05-05,0,0,0,119501,106250,129839,27341,0,0,0,0,0,0,382931,2019,5,Sunday,True,0,382931,0
2019-05-06,0,0,0,193188,184983,293625,29534,0,0,0,0,0,0,701330,2019,5,Monday,False,0,701330,0
2019-05-07,0,0,0,200326,191637,306966,30220,0,0,0,0,0,0,729149,2019,5,Tuesday,False,0,729149,0
2019-05-08,0,0,0,199550,194259,308408,30088,0,0,0,0,0,0,732305,2019,5,Wednesday,False,0,732305,0
2019-05-09,0,0,0,200581,195436,309213,28430,0,0,0,0,0,0,733660,2019,5,Thursday,False,0,733660,0
2019-05-10,0,0,0,212807,209094,323111,32359,0,0,0,0,0,0,777371,2019,5,Friday,False,0,777371,0
2019-05-11,0,0,0,120057,106596,135841,25101,0,0,0,0,0,0,387595,2019,5,Saturday,True,0,387595,0
2019-05-12,0,0,0,102042,90511,112571,21829,0,0,0,0,0,0,326953,2019,5,Sunday,True,0,326953,0
2019-05-13,0,0,0,195651,189235,302425,29371,0,0,0,0,0,0,716682,2019,5,Monday,False,0,716682,0
2019-05-14,0,0,0,198640,192921,308101,29935,0,0,0,0,0,0,729597,2019,5,Tuesday,False,0,729597,0
2019-05-15,0,0,0,200154,194298,311313,29663,0,0,0,0,0,0,735428,2019,5,Wednesday,False,0,735428,0
2019-05-16,0,0,0,203075,195710,311273,30333,0,0,0,0,0,0,740391,2019,5,Thursday,False,0,740391,0
2019-05-17,0,0,0,219217,212295,328270,32860,0,0,0,0,0,0,792642,2019,5,Friday,False,0,792642,0
2019-05-18,0,0,0,129118,108974,138106,26179,0,0,0,0,0,0,402377,2019,5,Saturday,True,0,402377,0
2019-05-19,0,0,0,105922,94901,116418,25986,0,0,0,0,0,0,343227,2019,5,Sunday,True,0,343227,0
2019-05-20,0,0,0,101298,92033,112665,20919,0,0,0,0,0,0,326915,2019,5,Monday,False,0,326915,0
2019-05-21,0,0,0,181172,171055,262881,27911,0,0,0,0,0,0,643019,2019,5,Tuesday,False,0,643019,0
2019-05-22,0,0,0,107977,97824,122774,20569,0,0,0,0,0,0,349144,2019,5,Wednesday,False,0,349144,0
2019-05-23,0,0,0,202477,192861,307464,29857,0,0,0,0,0,0,732659,2019,5,Thursday,False,0,732659,0
2019-05-24,0,0,0,217897,210308,328454,33016,0,0,0,0,0,0,789675,2019,5,Friday,False,0,789675,0
2019-05-25,0,0,0,145493,119347,152077,27337,0,0,0,0,0,0,444254,2019,5,Saturday,True,0,444254,0
2019-05-26,0,0,0,124385,101734,125480,25993,0,0,0,0,0,0,377592,2019,5,Sunday,True,0,377592,0
2019-05-27,0,0,0,206027,195618,311648,33911,0,0,0,0,0,0,747204,2019,5,Monday,False,0,747204,0
2019-05-28,0,0,0,206520,199063,319008,33538,0,0,0,0,0,0,758129,2019,5,Tuesday,False,0,758129,0
2019-05-29,0,0,0,209382,204037,319730,34171,0,0,0,0,0,0,767320,2019,5,Wednesday,False,0,767320,0
2019-05-30,0,0,0,207701,203725,321934,35097,0,0,0,0,0,0,768457,2019,5,Thursday,False,0,768457,0
2019-05-31,0,0,0,220204,215295,331805,37263,0,0,0,0,0,0,804567,2019,5,Friday,False,0,804567,0
2019-06-01,0,0,0,147554,118897,156277,30338,0,0,0,0,0,0,453066,2019,6,Saturday,True,0,453066,0
2019-06-02,0,0,0,120712,101592,128493,29060,0,0,0,0,0,0,379857,2019,6,Sunday,True,0,379857,0
2019-06-03,0,0,0,177463,165676,253244,33891,0,0,0,0,0,0,630274,2019,6,Monday,False,0,630274,0
2019-06-04,0,0,0,161474,152340,219687,33778,0,0,0,0,0,0,567279,2019,6,Tuesday,False,0,567279,0
2019-06-05,0,0,0,101031,110796,146230,27618,0,0,0,0,0,0,385675,2019,6,Wednesday,False,0,385675,0
2019-06-06,0,0,0,100668,106402,139081,29320,0,0,0,0,0,0,375471,2019,6,Thursday,False,0,375471,0
2019-06-07,0,0,0,135225,135153,187797,30229,0,0,0,0,0,0,488404,2019,6,Friday,False,0,488404,0
2019-06-08,0,0,0,98302,99511,120294,24597,0,0,0,0,0,0,342704,2019,6,Saturday,True,0,342704,0
2019-06-09,0,0,0,97557,96217,114728,21515,0,0,0,0,0,0,330017,2019,6,Sunday,True,0,330017,0
2019-06-10,0,0,0,183372,178297,268886,28897,0,0,0,0,0,0,659452,2019,6,Monday,False,0,659452,0
2019-06-11,0,0,0,198161,189932,297717,30649,0,0,0,0,0,0,716459,2019,6,Tuesday,False,0,716459,0
2019-06-12,0,0,0,198286,196442,306613,31290,0,0,0,0,0,0,732631,2019,6,Wednesday,False,0,732631,0
2019-06-13,0,0,0,199285,196975,309099,31067,0,0,0,0,0,0,736426,2019,6,Thursday,False,0,736426,0
2019-06-14,0,0,0,210190,210887,323324,33622,0,0,0,0,0,0,778023,2019,6,Friday,False,0,778023,0
2019-06-15,0,0,0,126345,125207,147057,27518,0,0,0,0,0,0,426127,2019,6,Saturday,True,0,426127,0
2019-06-16,0,0,0,104970,102366,121607,23573,0,0,0,0,0,0,352516,2019,6,Sunday,True,0,352516,0
2019-06-17,0,0,0,199277,195025,306584,31121,0,0,0,0,0,0,732007,2019,6,Monday,False,0,732007,0
2019-06-18,0,0,0,201181,198007,315968,30941,0,0,0,0,0,0,746097,2019,6,Tuesday,False,0,746097,0
2019-06-19,0,0,0,204388,202709,321455,33375,0,0,0,0,0,0,761927,2019,6,Wednesday,False,0,761927,0
2019-06-20,0,0,0,203806,200984,321595,34117,0,0,0,0,0,0,760502,2019,6,Thursday,False,0,760502,0
2019-06-21,0,0,0,217381,217752,333322,36665,0,0,0,0,0,0,805120,2019,6,Friday,False,0,805120,0
2019-06-22,0,0,0,135017,131673,156379,29369,0,0,0,0,0,0,452438,2019,6,Saturday,True,0,452438,0
2019-06-23,0,0,0,114790,106698,126129,24747,0,0,0,0,0,0,372364,2019,6,Sunday,True,0,372364,0
2019-06-24,0,0,0,179236,157649,282823,32731,0,0,0,0,0,0,652439,2019,6,Monday,False,0,652439,0
2019-06-25,0,0,0,202288,200250,314328,32702,0,0,0,0,0,0,749568,2019,6,Tuesday,False,0,749568,0
2019-06-26,0,0,0,204467,205837,318462,32320,0,0,0,0,0,0,761086,2019,6,Wednesday,False,0,761086,0
2019-06-27,0,0,0,205621,206155,319535,33636,0,0,0,0,0,0,764947,2019,6,Thursday,False,0,764947,0
2019-06-28,0,0,0,220591,222749,338865,38020,0,0,0,0,0,0,820225,2019,6,Friday,False,0,820225,0
2019-06-29,0,0,0,139646,141483,166462,33289,0,0,0,0,0,0,480880,2019,6,Saturday,True,0,480880,0
2019-06-30,0,0,0,118580,120030,138523,28361,0,0,0,0,0,0,405494,2019,6,Sunday,True,0,405494,0
2019-07-01,0,0,0,206240,202287,313644,34152,0,0,0,0,0,0,756323,2019,7,Monday,False,0,756323,0
2019-07-02,0,0,0,204731,203875,318912,33155,0,0,0,0,0,0,760673,2019,7,Tuesday,False,0,760673,0
2019-07-03,0,0,0,206019,208694,323874,34580,0,0,0,0,0,0,773167,2019,7,Wednesday,False,0,773167,0
2019-07-04,0,0,0,206679,208680,327436,34371,0,0,0,0,0,0,777166,2019,7,Thursday,False,0,777166,0
2019-07-05,0,0,0,225277,228075,350399,40011,0,0,0,0,0,0,843762,2019,7,Friday,False,0,843762,0
2019-07-06,0,0,0,156601,145090,181921,34690,0,0,0,0,0,0,518302,2019,7,Saturday,True,0,518302,0
2019-07-07,0,0,0,118050,118153,136371,29491,0,0,0,0,0,0,402065,2019,7,Sunday,True,0,402065,0
2019-07-08,0,0,0,208335,205816,319218,36097,0,0,0,0,0,0,769466,2019,7,Monday,False,0,769466,0
2019-07-09,0,0,0,206291,207637,321242,34172,0,0,0,0,0,0,769342,2019,7,Tuesday,False,0,769342,0
2019-07-10,0,0,0,205018,210849,324807,34814,0,0,0,0,0,0,775488,2019,7,Wednesday,False,0,775488,0
2019-07-11,0,0,0,205382,208949,324597,34539,0,0,0,0,0,0,773467,2019,7,Thursday,False,0,773467,0
2019-07-12,0,0,0,226326,228301,348340,39244,0,0,0,0,0,0,842211,2019,7,Friday,False,0,842211,0
2019-07-13,0,0,0,138415,140499,175782,32331,0,0,0,0,0,0,487027,2019,7,Saturday,True,0,487027,0
2019-07-14,0,0,0,112109,113531,139093,27656,0,0,0,0,0,0,392389,2019,7,Sunday,True,0,392389,0
2019-07-15,0,0,0,206579,204208,317127,33905,0,0,0,0,0,0,761819,2019,7,Monday,False,0,761819,0
2019-07-16,0,0,0,202785,204118,319251,32553,0,0,0,0,0,0,758707,2019,7,Tuesday,False,0,758707,0
2019-07-17,0,0,0,206487,209365,322933,33676,0,0,0,0,0,0,772461,2019,7,Wednesday,False,0,772461,0
2019-07-18,0,0,0,206955,207655,326934,34254,0,0,0,0,0,0,775798,2019,7,Thursday,False,0,775798,0
2019-07-19,0,0,0,220002,224094,342441,36807,0,0,0,0,0,0,823344,2019,7,Friday,False,0,823344,0
2019-07-20,0,0,0,130646,131312,157147,29337,0,0,0,0,0,0,448442,2019,7,Saturday,True,0,448442,0
2019-07-21,0,0,0,107384,106549,125746,24647,0,0,0,0,0,0,364326,2019,7,Sunday,True,0,364326,0
2019-07-22,0,0,0,202326,198820,314056,33064,0,0,0,0,0,0,748266,2019,7,Monday,False,0,748266,0
2019-07-23,0,0,0,201995,203705,319810,32590,0,0,0,0,0,0,758100,2019,7,Tuesday,False,0,758100,0
2019-07-24,0,0,0,202907,204908,321532,32996,0,0,0,0,0,0,762343,2019,7,Wednesday,False,0,762343,0
2019-07-25,0,0,0,206953,206216,327835,34344,0,0,0,0,0,0,775348,2019,7,Thursday,False,0,775348,0
2019-07-26,0,0,0,226291,224807,346788,38744,0,0,0,0,0,0,836630,2019,7,Friday,False,0,836630,0
2019-07-27,0,0,0,181336,137225,171755,33003,0,0,0,0,0,0,523319,2019,7,Saturday,True,0,523319,0
2019-07-28,0,0,0,113715,114675,134700,30407,0,0,0,0,0,0,393497,2019,7,Sunday,True,0,393497,0
2019-07-29,0,0,0,196671,196756,299820,34764,0,0,0,0,0,0,728011,2019,7,Monday,False,0,728011,0
2019-07-30,0,0,0,112075,121673,139845,26337,0,0,0,0,0,0,399930,2019,7,Tuesday,False,0,399930,0
2019-07-31,0,0,0,206642,202720,321874,34074,0,0,0,0,0,0,765310,2019,7,Wednesday,False,0,765310,0
2019-08-01,0,0,0,206290,205494,324130,33974,0,0,0,0,0,0,769888,2019,8,Thursday,False,0,769888,0
2019-08-02,0,0,0,219047,220429,341205,37326,0,0,0,0,0,0,818007,2019,8,Friday,False,0,818007,0
2019-08-03,0,0,0,135102,131183,163883,31754,0,0,0,0,0,0,461922,2019,8,Saturday,True,0,461922,0
2019-08-04,0,0,0,111183,106098,131532,26542,0,0,0,0,0,0,375355,2019,8,Sunday,True,0,375355,0
2019-08-05,0,0,0,205543,202861,320013,34030,0,0,0,0,0,0,762447,2019,8,Monday,False,0,762447,0
2019-08-06,0,0,0,205029,204220,324338,33438,0,0,0,0,0,0,767025,2019,8,Tuesday,False,0,767025,0
2019-08-07,0,0,0,208056,209389,325430,34241,0,0,0,0,0,0,777116,2019,8,Wednesday,False,0,777116,0
2019-08-08,0,0,0,214012,210683,332273,35730,0,0,0,0,0,0,792698,2019,8,Thursday,False,0,792698,0
2019-08-09,0,0,0,233402,231682,347450,40048,0,0,0,0,0,0,852582,2019,8,Friday,False,0,852582,0
2019-08-10,0,0,0,130949,127441,148139,31871,0,0,0,0,0,0,438400,2019,8,Saturday,True,0,438400,0
2019-08-11,0,0,0,107846,116210,136020,32376,0,0,0,0,0,0,392452,2019,8,Sunday,True,0,392452,0
2019-08-12,0,0,0,110487,115075,132383,27074,0,0,0,0,0,0,385019,2019,8,Monday,False,0,385019,0
2019-08-13,0,0,0,189391,191288,287637,31604,0,0,0,0,0,0,699920,2019,8,Tuesday,False,0,699920,0
2019-08-14,0,0,0,198949,203351,311820,35244,0,0,0,0,0,0,749364,2019,8,Wednesday,False,0,749364,0
2019-08-15,0,0,0,203952,208703,322006,37436,0,0,0,0,0,0,772097,2019,8,Thursday,False,0,772097,0
2019-08-16,0,0,0,208329,213986,326949,36905,0,0,0,0,0,0,786169,2019,8,Friday,False,0,786169,0
2019-08-17,0,0,0,139642,126704,160816,29418,0,0,0,0,0,0,456580,2019,8,Saturday,True,0,456580,0
2019-08-18,0,0,0,105868,103757,124744,24419,0,0,0,0,0,0,358788,2019,8,Sunday,True,0,358788,0
2019-08-19,0,0,0,202151,198128,312418,32310,0,0,0,0,0,0,745007,2019,8,Monday,False,0,745007,0
2019-08-20,0,0,0,200783,199596,317255,33328,0,0,0,0,0,0,750962,2019,8,Tuesday,False,0,750962,0
2019-08-21,0,0,0,202092,202776,319855,34302,0,0,0,0,0,0,759025,2019,8,Wednesday,False,0,759025,0
2019-08-22,0,0,0,204858,204584,327419,36703,0,0,0,0,0,0,773564,2019,8,Thursday,False,0,773564,0
